transaction_id,date,store_id,product_id,transaction_type,amount,quantity,employee_id,customer_id
T00414,2026-08-04,S005,P102,RETURN,3499,1,E005,C0183
T00415,2026-08-15,S002,P103,SALE,7999,1,E006,C0049
T00416,2026-08-17,S006,P109,RETURN,3299,1,E002,C0043
T00417,2026-08-09,S009,P106,SALE,1499,1,E001,C0035
T00418,2026-08-15,S012,P105,REFUND,2999,1,E001,C0079
T00419,2026-08-16,S002,P105,SALE,2999,1,E004,C0181
T00420,2026-08-08,S001,P109,REFUND,3299,1,E002,C0159
T00421,2026-08-23,S012,P101,VOID,4999,1,E003,C0113
T00422,2026-08-18,S006,P104,VOID,5999,1,E006,C0113
T00423,2026-08-15,S002,P110,DISCOUNT,1599,1,E002,C0077
T00424,2026-08-18,S007,P103,SALE,7999,1,E001,C0089
T00425,2026-08-16,S003,P103,SALE,7999,1,E006,C0185
T00426,2026-08-12,S012,P109,DISCOUNT,2639,1,E004,C0130
T00427,2026-07-31,S011,P106,SALE,1499,1,E003,C0053
T00428,2026-08-15,S006,P105,SALE,2999,1,E004,C0036
T00429,2026-08-17,S005,P108,DISCOUNT,3199,1,E002,C0079
T00430,2026-08-19,S012,P106,VOID,1499,1,E002,C0044
T00431,2026-08-21,S007,P108,REFUND,3999,1,E002,C0196
T00432,2026-08-19,S005,P104,SALE,5999,1,E001,C0005
T00433,2026-08-07,S008,P108,DISCOUNT,3199,1,E003,C0144
T00434,2026-08-07,S005,P109,SALE,3299,1,E005,C0086
T00435,2026-08-06,S001,P107,REFUND,2299,1,E004,C0198
T00436,2026-08-25,S008,P102,SALE,3499,1,E001,C0189
T00437,2026-08-22,S005,P101,RETURN,4999,1,E003,C0187
T00438,2026-08-15,S008,P106,SALE,1499,1,E002,C0024
T00439,2026-08-16,S010,P102,SALE,3499,1,E006,C0171
T00440,2026-08-24,S007,P107,SALE,2299,1,E006,C0081
T00441,2026-08-23,S008,P105,REFUND,2999,1,E004,C0059
T00442,2026-08-13,S007,P105,RETURN,2999,1,E005,C0182
T00443,2026-08-24,S009,P103,RETURN,7999,1,E006,C0095
T00444,2026-08-24,S012,P105,SALE,2999,1,E001,C0069
T00445,2026-08-24,S011,P108,VOID,3999,1,E005,C0108
T00446,2026-08-26,S012,P103,REFUND,7999,1,E003,C0049
T00447,2026-08-03,S010,P110,VOID,1999,1,E006,C0079
T00448,2026-08-15,S007,P107,REFUND,2299,1,E004,C0060
T00449,2026-08-24,S012,P107,SALE,2299,1,E002,C0194
T00450,2026-08-15,S010,P110,REFUND,1999,1,E006,C0034
T00451,2026-08-13,S011,P104,DISCOUNT,4799,1,E001,C0063
T00452,2026-08-04,S001,P106,SALE,1499,1,E004,C0140
T00453,2026-08-16,S007,P102,REFUND,3499,1,E001,C0147
T00454,2026-08-19,S001,P102,SALE,3499,1,E006,C0007
T00455,2026-08-23,S009,P103,SALE,7999,1,E002,C0024
T00456,2026-08-10,S007,P110,DISCOUNT,1599,1,E005,C0051
T00457,2026-08-25,S012,P104,DISCOUNT,4799,1,E002,C0085
T00458,2026-08-17,S008,P104,RETURN,5999,1,E004,C0156
T00459,2026-08-21,S007,P101,RETURN,4999,1,E002,C0134
T00460,2026-08-23,S010,P104,SALE,5999,1,E006,C0121
T00461,2026-08-13,S011,P110,REFUND,1999,1,E001,C0085
T00462,2026-07-31,S005,P101,DISCOUNT,3999,1,E002,C0007
T00463,2026-08-07,S003,P103,SALE,7999,1,E005,C0110
T00464,2026-08-19,S002,P107,RETURN,2299,1,E003,C0067
T00465,2026-08-20,S006,P108,VOID,3999,1,E004,C0195
T00466,2026-08-22,S003,P104,RETURN,5999,1,E001,C0184
T00467,2026-08-04,S010,P105,SALE,2999,1,E006,C0174
T00468,2026-08-22,S012,P109,DISCOUNT,2639,1,E006,C0020
T00469,2026-08-12,S003,P103,DISCOUNT,6399,1,E005,C0200
T00470,2026-08-12,S007,P106,SALE,1499,1,E006,C0012
T00471,2026-08-14,S009,P102,VOID,3499,1,E002,C0150
T00472,2026-08-24,S007,P104,REFUND,5999,1,E004,C0192
T00473,2026-08-08,S012,P103,SALE,7999,1,E006,C0059
T00474,2026-08-05,S011,P104,VOID,5999,1,E005,C0063
T00475,2026-08-08,S010,P104,SALE,5999,1,E002,C0181
T00476,2026-08-05,S012,P102,RETURN,3499,1,E006,C0124
T00477,2026-08-10,S009,P101,REFUND,4999,1,E004,C0041
T00478,2026-08-01,S002,P110,REFUND,1999,1,E004,C0053
T00479,2026-08-12,S010,P109,SALE,3299,1,E002,C0115
T00480,2026-08-28,S006,P104,REFUND,5999,1,E004,C0093
T00481,2026-08-19,S006,P106,VOID,1499,1,E004,C0132
T00482,2026-08-05,S010,P102,SALE,3499,1,E005,C0093
T00483,2026-08-13,S011,P106,VOID,1499,1,E002,C0131
T00484,2026-08-01,S001,P108,SALE,3999,1,E004,C0051
T00485,2026-08-27,S006,P108,VOID,3999,1,E004,C0017
T00486,2026-08-18,S012,P101,RETURN,4999,1,E004,C0081
T00487,2026-08-10,S004,P107,SALE,2299,1,E005,C0169
T00488,2026-08-12,S011,P109,RETURN,3299,1,E005,C0099
T00489,2026-08-20,S006,P102,DISCOUNT,2799,1,E004,C0084
T00490,2026-08-03,S010,P108,SALE,3999,1,E004,C0188
T00491,2026-08-04,S003,P103,DISCOUNT,6399,1,E001,C0019
T00492,2026-08-09,S003,P101,SALE,4999,1,E003,C0062
T00493,2026-08-28,S004,P107,SALE,2299,1,E003,C0127
T00494,2026-08-04,S001,P105,RETURN,2999,1,E004,C0178
T00495,2026-08-07,S009,P109,DISCOUNT,2639,1,E004,C0115
T00496,2026-08-16,S012,P110,RETURN,1999,1,E005,C0196
T00497,2026-08-22,S009,P110,RETURN,1999,1,E001,C0006
T00498,2026-08-27,S001,P102,SALE,3499,1,E001,C0059
T00499,2026-08-17,S001,P101,SALE,4999,1,E006,C0128
T00500,2026-08-02,S010,P105,VOID,2999,1,E001,C0190
T00501,2026-08-25,S012,P104,RETURN,5999,1,E006,C0027
T00502,2026-08-18,S012,P103,RETURN,7999,1,E006,C0008
T00503,2026-08-05,S012,P104,RETURN,5999,1,E006,C0004
T00504,2026-08-01,S012,P103,RETURN,7999,1,E006,C0020
T00505,2026-08-01,S012,P104,RETURN,5999,1,E006,C0023
T00506,2026-08-02,S012,P103,RETURN,7999,1,E006,C0015
T00507,2026-08-16,S012,P104,RETURN,5999,1,E006,C0013
T00508,2026-08-25,S012,P103,RETURN,7999,1,E006,C0003
T00509,2026-08-08,S012,P104,RETURN,5999,1,E006,C0026
T00510,2026-08-28,S012,P103,RETURN,7999,1,E006,C0009
T00511,2026-08-26,S012,P104,RETURN,5999,1,E006,C0010
T00512,2026-08-14,S012,P103,RETURN,7999,1,E006,C0001
T00513,2026-08-21,S012,P104,RETURN,5999,1,E006,C0004
T00514,2026-08-06,S012,P103,RETURN,7999,1,E006,C0019
T00515,2026-08-02,S012,P104,RETURN,5999,1,E006,C0017
T00516,2026-08-09,S012,P103,RETURN,7999,1,E006,C0013
T00517,2026-08-26,S012,P104,RETURN,5999,1,E006,C0030
T00518,2026-08-21,S012,P103,RETURN,7999,1,E006,C0012
T00519,2026-08-12,S012,P104,RETURN,5999,1,E006,C0016
T00520,2026-08-28,S012,P103,RETURN,7999,1,E006,C0003
T00521,2026-08-26,S012,P104,RETURN,5999,1,E006,C0012
T00522,2026-08-05,S012,P103,RETURN,7999,1,E006,C0022
T00523,2026-08-15,S012,P104,RETURN,5999,1,E006,C0009
T00524,2026-08-04,S012,P103,RETURN,7999,1,E006,C0028
T00525,2026-08-15,S012,P104,RETURN,5999,1,E006,C0021
T00526,2026-08-24,S012,P103,RETURN,7999,1,E006,C0001
T00527,2026-08-27,S012,P104,RETURN,5999,1,E006,C0025
T00528,2026-08-08,S012,P103,RETURN,7999,1,E006,C0005
T00529,2026-08-11,S012,P104,RETURN,5999,1,E006,C0027
T00530,2026-08-01,S012,P103,RETURN,7999,1,E006,C0022
T00531,2026-08-06,S012,P104,RETURN,5999,1,E006,C0023
T00532,2026-08-17,S012,P103,RETURN,7999,1,E006,C0007
T00533,2026-08-04,S012,P104,RETURN,5999,1,E006,C0023
T00534,2026-07-31,S012,P103,RETURN,7999,1,E006,C0011
T00535,2026-08-25,S012,P104,RETURN,5999,1,E006,C0003
T00536,2026-08-24,S012,P103,RETURN,7999,1,E006,C0027
T00537,2026-08-13,S012,P104,RETURN,5999,1,E006,C0004
T00538,2026-08-15,S012,P103,RETURN,7999,1,E006,C0008
T00539,2026-08-10,S012,P104,RETURN,5999,1,E006,C0030
T00540,2026-08-13,S012,P103,RETURN,7999,1,E006,C0019
T00541,2026-08-05,S012,P104,RETURN,5999,1,E006,C0025
T00542,2026-08-19,S012,P103,RETURN,7999,1,E006,C0028
T00543,2026-08-13,S012,P104,RETURN,5999,1,E006,C0023
T00544,2026-08-16,S012,P103,RETURN,7999,1,E006,C0012
T00545,2026-08-22,S012,P104,RETURN,5999,1,E006,C0011
T00546,2026-08-21,S012,P103,RETURN,7999,1,E006,C0020
T00547,2026-08-19,S012,P104,RETURN,5999,1,E006,C0020
T00548,2026-08-13,S012,P103,RETURN,7999,1,E006,C0018
T00549,2026-08-01,S012,P104,RETURN,5999,1,E006,C0029
T00550,2026-08-14,S012,P103,RETURN,7999,1,E006,C0026
T00551,2026-08-13,S012,P104,RETURN,5999,1,E006,C0003
T00552,2026-08-07,S012,P103,RETURN,7999,1,E006,C0021
T00553,2026-08-28,S012,P104,RETURN,5999,1,E006,C0014
T00554,2026-08-16,S012,P103,RETURN,7999,1,E006,C0024
T00555,2026-08-28,S012,P104,RETURN,5999,1,E006,C0025
T00556,2026-08-22,S012,P103,RETURN,7999,1,E006,C0002
T00557,2026-08-28,S012,P104,RETURN,5999,1,E006,C0010
T00558,2026-08-24,S012,P103,RETURN,7999,1,E006,C0026
T00559,2026-08-01,S012,P104,RETURN,5999,1,E006,C0004
T00560,2026-08-07,S012,P103,RETURN,7999,1,E006,C0001
T00561,2026-08-09,S007,P103,REFUND,7999,1,E005,C0003
T00562,2026-08-12,S007,P103,REFUND,7999,1,E005,C0019
T00563,2026-08-10,S007,P103,REFUND,7999,1,E005,C0012
T00564,2026-08-21,S007,P103,REFUND,7999,1,E005,C0013
T00565,2026-08-26,S007,P103,REFUND,7999,1,E005,C0016
T00566,2026-08-01,S007,P103,REFUND,7999,1,E005,C0020
T00567,2026-08-23,S007,P103,REFUND,7999,1,E005,C0015
T00568,2026-07-31,S007,P103,REFUND,7999,1,E005,C0001
T00569,2026-08-27,S007,P103,REFUND,7999,1,E005,C0017
T00570,2026-08-20,S007,P103,REFUND,7999,1,E005,C0006
T00571,2026-08-02,S007,P103,REFUND,7999,1,E005,C0016
T00572,2026-08-16,S007,P103,REFUND,7999,1,E005,C0009
T00573,2026-08-22,S007,P103,REFUND,7999,1,E005,C0008
T00574,2026-08-08,S007,P103,REFUND,7999,1,E005,C0018
T00575,2026-08-27,S007,P103,REFUND,7999,1,E005,C0017
T00576,2026-08-10,S007,P103,REFUND,7999,1,E005,C0013
T00577,2026-08-04,S007,P103,REFUND,7999,1,E005,C0008
T00578,2026-08-12,S007,P103,REFUND,7999,1,E005,C0006
T00579,2026-08-01,S007,P103,REFUND,7999,1,E005,C0016
T00580,2026-08-04,S007,P103,REFUND,7999,1,E005,C0019
T00581,2026-08-27,S007,P103,REFUND,7999,1,E005,C0008
T00582,2026-08-11,S007,P103,REFUND,7999,1,E005,C0018
T00583,2026-08-11,S007,P103,REFUND,7999,1,E005,C0013
T00584,2026-08-14,S007,P103,REFUND,7999,1,E005,C0009
T00585,2026-08-08,S007,P103,REFUND,7999,1,E005,C0002
